_id,Ward1992 Code,Ward1992 Name,Year,Number of Farms,Number of lfa farms,Number of non lfa farms,Total area farmed in hectares,Average SO/farm   ( '000 ),Total crops in hectares,Total grass & rough grazing in hectares,Total number of cattle,Total number of sheep,Total number of pigs,Total number of poultry ('000),Number of farmers,Number of self employed,Number of spouses,Number of Other workers,Total number of Agricultural labour
921,95OO10,Coalisland North,2011,26,9,17,508,26,13,495,1139,15,0,5960,28,8,6,11,45
922,95OO11,Coalisland South,2011,11,2,9,185,16,4,177,363,145,0,0,12,3,2,5,19
923,95OO12,Coalisland West and Newmills,2011,20,3,17,331,32,0,324,643,128,0,13675,25,5,4,4,33
924,95OO13,Coolhill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
925,95OO14,Donaghmore DUNGANNON,2011,81,16,65,2472,166,111,2336,6795,751,1619,848663,95,51,12,33,140
926,95OO15,Drumglass,2011,6,1,5,83,10,0,83,123,0,0,0,6,1,0,1,7
927,95OO16,Fivemiletown,2011,95,78,17,3783,86,28,3620,6860,1814,19539,52154,112,56,30,32,174
928,95OO17,Killyman,2011,87,57,30,1682,69,94,1562,3975,440,8228,157451,103,44,18,42,163
929,95OO18,Killymeal,2011,10,5,5,253,65,2,250,974,0,0,170,11,2,2,5,18
930,95OO19,Moy,2011,54,13,41,2365,99,82,2262,5901,613,5,155700,65,41,16,31,112
931,95OO20,Moygashel,2011,5,3,2,47,360,0,45,96,0,0,201000,6,4,1,2,9
932,95OO21,Mullaghmore,2011,5,0,5,180,40,100,80,208,85,0,0,5,2,1,2,8
933,95OO22,Washing Bay,2011,75,57,18,1632,39,39,1555,3819,194,20,89500,89,30,9,11,109
934,95PP01,Ballinamallard,2011,101,101,0,3654,38,13,3575,6173,2722,2,251,124,70,27,32,183
935,95PP02,Belcoo and Garrison,2011,254,253,1,10755,17,0,10560,8260,3405,60,0,281,110,66,70,417
936,95PP03,Belleek and Boa,2011,184,184,0,8322,27,0,8125,7953,10570,8,16000,212,99,31,49,292
937,95PP04,"Boho, Cleenish and Letterbreen",2011,213,212,1,8933,26,14,8744,9277,4311,4,0,238,118,63,77,378
938,95PP05,Brookeborough,2011,202,191,11,7492,48,30,7197,13371,3235,1638,300,230,129,57,88,375
939,95PP06,Castlecoole,2011,12,11,1,271,17,0,269,447,151,0,0,13,3,1,4,18
940,95PP07,Derrygonelly,2011,183,182,1,8844,38,82,8579,9736,4836,17,37408,214,115,47,62,323
941,95PP08,Derrylin,2011,216,216,0,7438,33,1,7391,11219,4257,24,21201,237,128,40,74,351
942,95PP09,Devenish,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
943,95PP10,Donagh,2011,160,159,1,6152,69,1,6100,9034,2636,0,348073,183,91,46,33,262
944,95PP11,Erne,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
945,95PP12,Florence Court and Kinawley,2011,272,271,1,12584,25,3,12458,12620,15746,16,0,295,143,79,82,456
946,95PP13,Irvinestown,2011,46,45,1,1275,21,0,1259,1569,1509,2,0,57,19,9,15,81
947,95PP14,"Kesh, Ederney & Lack",2011,189,188,1,7881,27,7,7795,9444,12662,3,0,223,117,52,55,330
948,95PP15,Lisbellaw,2011,92,90,2,3735,58,0,3696,6993,1594,0,0,104,53,22,49,175
949,95PP16,Lisnarrick,2011,97,96,1,4693,58,2,4559,7456,5587,43,32670,118,67,31,51,200
950,95PP17,Lisnaskea,2011,12,12,0,232,11,1,227,239,172,0,0,12,4,1,2,15
951,95PP18,Maguires Bridge,2011,182,180,2,7280,56,68,7146,12833,10013,29,20561,199,120,57,63,319
952,95PP19,Newtownbutler,2011,134,134,0,6004,55,24,5867,8955,2656,0,98028,157,86,34,54,245
953,95PP20,Portora,2011,8,7,1,431,37,29,394,590,444,0,0,9,5,1,1,11
954,95PP21,Rosslea,2011,220,220,0,6302,30,12,6218,8879,3880,2,37361,248,113,42,48,338
955,95PP22,Rossorry,2011,9,9,0,194,14,0,193,324,102,0,325,10,5,3,4,17
956,95PP23,Tempo,2011,189,188,1,7775,33,5,7650,9891,5917,836,18910,220,127,48,55,323
957,95QQ01,Antiville,2011,5,5,0,146,17,11,135,146,464,0,0,5,3,0,0,5
958,95QQ02,Ballycarry,2011,43,43,0,1891,48,6,1834,2682,8480,16,1,51,27,14,10,75
959,95QQ03,Ballyloran,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
960,95QQ04,Blackcave,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
961,95QQ05,Carncastle,2011,11,11,0,369,27,0,366,564,1632,0,0,12,10,3,6,21
962,95QQ06,Carnlough,2011,75,75,0,4961,32,2,4927,2955,21415,0,10002,84,51,17,46,147
963,95QQ07,Central LARNE,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
964,95QQ08,Craigy Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
965,95QQ09,Gardenmore,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
966,95QQ10,Glenarm,2011,144,142,2,9856,47,35,9755,7920,46107,0,26801,163,108,45,55,263
967,95QQ11,Glynn,2011,73,71,2,3674,88,36,3598,7362,10700,214,22077,87,56,28,37,152
968,95QQ12,Harbour LARNE,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
969,95QQ13,Island Magee,2011,46,45,1,1956,54,15,1929,3338,5562,78,0,51,28,15,23,89
970,95QQ14,Kilwaughter,2011,130,127,3,6961,70,57,6770,9620,26198,2549,83601,161,101,41,51,253
971,95QQ15,Town Parks,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
972,95RR01,Aghanloo,2011,78,36,42,4847,60,293,4392,6396,15570,0,1,98,60,18,35,151
973,95RR02,Ballykelly,2011,22,2,20,1208,88,506,693,1775,2206,0,1000,28,20,9,12,49
974,95RR03,Coolessan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
975,95RR04,Dungiven,2011,10,7,3,629,41,10,619,471,3775,0,0,12,4,1,6,19
976,95RR05,Enagh LIMAVADY,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1005,95SS19,Lambeg,2011,7,0,7,258,103,107,149,496,25,0,0,7,4,2,6,15
977,95RR06,Feeny,2011,83,76,7,5061,35,131,4823,3125,18047,17,2745,95,52,19,50,164
978,95RR07,Forrest,2011,49,21,28,3170,69,248,2876,3843,13205,32,0,64,40,13,22,99
979,95RR08,Glack,2011,75,57,18,3613,52,604,2975,3727,11016,0,1,91,48,21,25,137
980,95RR09,Gresteel,2011,31,16,15,1240,58,392,806,1508,2403,0,0,37,21,6,13,56
981,95RR10,Greystone,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
982,95RR11,Magilligan,2011,61,44,17,4739,77,1011,3670,5854,11049,0,159,80,49,15,40,135
983,95RR12,Rathbrady,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
984,95RR13,Roeside,2011,5,2,3,76,13,0,73,108,293,0,0,5,0,1,0,6
985,95RR14,The Highlands,2011,83,54,29,5113,93,822,4248,7145,13009,144,129264,108,62,24,38,170
986,95RR15,Upper Glenshane,2011,97,92,5,7555,47,33,7457,4019,36555,0,1,116,76,21,43,180
987,95SS01,Ballinderry,2011,102,19,83,4176,57,468,3634,6560,4873,21,56670,124,74,33,67,224
988,95SS02,Ballymacash,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
989,95SS03,Ballymacbrennan,2011,127,18,109,4536,76,736,3745,8031,6508,5590,116700,154,82,44,59,257
990,95SS04,Ballymacoss,2011,15,12,3,368,21,23,342,408,143,5,0,19,7,4,13,36
991,95SS05,Blaris,2011,14,0,14,640,103,352,271,438,174,0,0,22,13,5,13,40
992,95SS06,Collin Glen,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
993,95SS07,Derryaghy,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
994,95SS08,Dromara,2011,108,72,36,4011,64,114,3873,8463,11747,1089,5800,129,72,40,38,207
995,95SS09,Drumbo,2011,40,1,39,1774,82,231,1536,3535,1559,0,201,48,26,15,32,95
996,95SS10,Dunmurry,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
997,95SS11,Glenavy,2011,168,148,20,6150,43,359,5752,9159,3929,0,20697,196,95,43,79,318
998,95SS12,Harmony Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
999,95SS13,Hilden,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1000,95SS14,Hillhall,2011,12,0,12,298,82,107,190,497,0,1512,0,16,9,5,3,24
1001,95SS15,Hillsborough,2011,40,0,40,1914,105,300,1588,4247,385,1282,39500,50,27,16,20,86
1002,95SS16,Kilwee,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1003,95SS17,Knockmore,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1004,95SS18,Lagan Valley,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1007,95SS21,Magheraberry,2011,70,1,69,2608,76,827,1763,4039,1127,2881,38600,89,59,23,27,139
1008,95SS22,Magheralave,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1009,95SS23,Maze,2011,15,0,15,549,73,131,415,1057,0,0,0,15,7,4,5,24
1010,95SS24,Moira,2011,23,0,23,1690,248,586,1087,2959,1214,0,314000,31,25,9,18,58
1011,95SS25,Old Warren,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1012,95SS26,Poleglass,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1013,95SS27,Seymour Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1014,95SS28,Tonagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1015,95SS29,Twinbrook,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1016,95SS30,Wallace Park,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1017,95TT01,Ballymaguigan,2011,62,34,28,2126,61,172,1929,5394,696,10,14000,78,40,24,38,140
1018,95TT02,Bellaghy,2011,74,72,2,2124,58,222,1873,4520,1040,3695,35696,82,35,15,34,131
1019,95TT03,Castledawson,2011,34,16,18,1300,45,111,1183,2180,409,1067,11360,42,22,4,14,60
1020,95TT04,Draperstown,2011,90,87,3,7097,26,34,7026,3150,20147,1,0,108,56,11,40,159
1021,95TT05,Glebe MAGHERAFELT,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1022,95TT06,Gulladuff,2011,84,56,28,2297,43,202,2059,5267,3972,2379,0,95,48,10,27,132
1023,95TT07,Knockcloghrim,2011,101,67,34,2988,44,210,2675,6059,3219,2002,0,116,60,25,48,189
1024,95TT08,Lecumpher,2011,145,61,84,4736,68,463,4149,9540,7551,10185,79391,179,102,38,43,260
1025,95TT09,Lower Glenshane,2011,181,175,6,8344,30,114,8088,5266,37009,0,87001,208,101,38,66,312
1026,95TT10,Maghera,2011,6,6,0,129,20,0,129,299,306,0,0,7,1,1,3,11
1027,95TT11,Swatragh,2011,143,133,10,5666,25,151,5468,5627,15877,1,16900,165,79,38,47,250
1028,95TT12,Tobermore,2011,109,59,50,4433,57,383,3889,7003,11165,3439,0,135,79,30,51,216
1029,95TT13,Townparks East,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1030,95TT14,Townparks West,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1031,95TT15,Upperlands,2011,113,57,56,3293,44,207,3032,7069,6676,595,3600,136,69,26,29,191
1032,95TT16,Valley MAGHERAFELT,2011,78,52,26,2599,71,258,2307,6272,1466,942,15000,93,49,18,36,147
1033,95UU01,Armoy,2011,39,34,5,2028,52,35,1977,1790,8660,0,0,49,31,11,19,79
1034,95UU02,Ballylough,2011,11,3,8,701,155,41,635,1975,884,0,0,17,14,5,6,28
1035,95UU03,Bonamargy and Rathlin,2011,16,16,0,1367,26,0,1338,638,3366,0,0,20,10,4,7,31
1036,95UU04,Bushmills,2011,5,2,3,245,25,18,224,174,840,0,0,6,2,3,3,12
1037,95UU05,Carnmoon,2011,44,36,8,2035,116,136,1856,5287,2793,0,73783,58,41,18,27,103
1038,95UU06,Dalriada,2011,6,6,0,363,26,0,338,141,1759,0,0,6,3,1,4,11
1039,95UU07,Dunseverick,2011,65,53,12,3574,98,447,3041,6289,6916,2521,40012,92,71,17,45,154
1040,95UU08,Glenaan,2011,31,30,1,1041,39,1,1037,656,6407,0,53800,35,15,11,5,51
1041,95UU09,Glenariff,2011,55,53,2,4608,51,202,4380,1004,17897,0,275,61,29,11,26,98
1042,95UU10,Glendun,2011,89,89,0,7130,34,3,7099,2480,38510,21,0,104,66,19,38,161
1043,95UU11,Glenshesk,2011,76,76,0,7989,50,54,7825,3478,46629,50,11002,98,69,25,38,161
1044,95UU12,Glentaisie,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1045,95UU13,Kinbane,2011,51,50,1,2519,47,186,2290,3387,8713,0,0,71,40,13,22,106
1046,95UU14,Knocklayd,2011,10,10,0,568,51,0,567,364,6907,0,5000,12,7,3,7,22
1047,95UU15,Moss-Side and Moyarget,2011,59,57,2,3482,109,263,3185,6431,14823,0,37000,77,52,20,30,127
1048,95VV01,Annalong,2011,74,64,10,1592,43,22,1555,3723,7011,633,343,89,39,24,27,140
1049,95VV02,Ballybot,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1050,95VV03,Bessbrook,2011,10,10,0,239,60,6,233,618,23,0,0,11,3,1,2,14
1051,95VV04,Binnian,2011,134,83,51,2612,37,170,2432,6038,12467,2312,0,160,67,40,52,252
1052,95VV05,Burren & Kilbroney,2011,136,132,4,2727,24,6,2651,4694,9548,1660,622,160,63,26,32,218
1053,95VV06,Camlough,2011,112,111,1,2649,35,58,2587,5368,3740,3671,0,133,51,12,45,190
1054,95VV07,Clonallan,2011,5,5,0,91,22,0,91,25,199,0,0,5,1,0,0,5
1055,95VV08,Creggan,2011,237,236,1,4375,21,30,4311,10224,1669,38,241,267,100,38,57,362
1056,95VV09,Crossmaglen,2011,91,91,0,1268,15,3,1233,3030,135,0,0,97,22,13,26,136
1057,95VV10,Daisy Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1058,95VV11,Derryleckagh,2011,48,43,5,908,72,16,892,2230,316,0,91260,55,24,11,62,128
1059,95VV12,Derrymore,2011,12,12,0,230,45,2,228,836,0,0,15800,12,9,1,13,26
1060,95VV13,Donaghmore NEWRY,2011,147,43,104,4115,59,704,3364,8806,8551,2996,117674,182,96,50,63,295
1061,95VV14,Drumalane,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1062,95VV15,Drumgullion,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1063,95VV16,Fathom,2011,82,82,0,1516,16,19,1491,2183,2667,1,0,83,26,10,16,109
1064,95VV17,Forkhill,2011,95,94,1,1983,19,0,1962,3958,770,7,0,108,34,12,39,159
1065,95VV18,Kilkeel Central,2011,22,6,16,360,32,50,303,550,727,11,0,26,11,6,7,39
1066,95VV19,Kilkeel South,2011,23,6,17,731,57,136,590,1310,2527,2178,0,26,16,6,17,49
1067,95VV20,Lisnacree,2011,160,111,49,4377,38,274,4065,6367,19930,889,21086,196,96,37,92,325
1068,95VV21,Mayobridge,2011,169,127,42,4376,63,263,4102,9671,12360,1405,249500,199,107,47,57,303
1069,95VV22,Newtownhamilton,2011,233,231,2,5400,52,2,5331,13210,5158,458,82746,259,142,55,42,356
1070,95VV23,Rostrevor,2011,39,37,2,1031,33,32,992,1157,7147,1587,0,50,23,9,16,75
1071,95VV24,Seaview,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1072,95VV25,Silver Bridge,2011,205,203,2,4514,25,1,4487,7067,4691,703,61800,239,83,45,46,330
1073,95VV26,Spelga,2011,208,157,51,5330,36,256,5062,7070,33806,2338,119372,246,118,44,63,353
1074,95VV27,ST Marys,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1075,95VV28,ST Patricks,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1076,95VV29,Tullyhappy,2011,164,105,59,5902,101,470,5398,15833,4928,3427,141814,210,116,41,83,334
1077,95VV30,Windsor Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1078,95WW01,Abbey,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1079,95WW02,Ballyclare North,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1080,95WW03,Ballyclare South,2011,5,2,3,159,12,0,159,79,492,0,0,6,2,0,0,6
1081,95WW04,Ballyduff,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1082,95WW05,Ballyhenry,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1083,95WW06,Ballynure,2011,90,74,16,4400,86,89,4288,8874,6873,8390,0,107,62,29,46,182
1084,95WW07,Ballyrobert,2011,45,8,37,1898,73,155,1734,3600,2003,1,0,56,28,19,45,120
1085,95WW08,Burnthill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1086,95WW09,Carnmoney,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1087,95WW10,Cloughfern,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1088,95WW11,Collinbridge,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1089,95WW12,Coole,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1090,95WW13,Doagh,2011,37,17,20,1860,87,254,1597,4027,1672,2487,8781,50,32,11,36,97
1091,95WW14,Dunanney,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1092,95WW15,Glebe Nabbey,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1093,95WW16,Glengormley,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1094,95WW17,Hawthorne,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1095,95WW18,Hightown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1096,95WW19,Jordanstown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1097,95WW20,Mallusk,2011,28,9,19,947,52,49,892,1368,455,901,0,31,17,10,9,50
1098,95WW21,Monkstown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1099,95WW22,Mossley,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1100,95WW23,Rostulla,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1101,95WW24,Valley Nabbey,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1102,95WW25,Whitehouse,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1103,95XX01,Ballycrochan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1104,95XX02,Ballyholme,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1105,95XX03,Ballymaconnell,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1106,95XX04,Ballymagee,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1107,95XX05,Bangor Castle,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1108,95XX06,Bloomfield N DOWN,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1109,95XX07,Broadway,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1110,95XX08,Bryansburn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1111,95XX09,Churchill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1112,95XX10,Clandeboye,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1113,95XX11,Conlig,2011,10,0,10,521,131,132,380,1267,915,0,0,13,11,0,7,20
1114,95XX12,Craigavad,2011,17,0,17,971,158,135,814,2724,74,31,0,21,14,9,19,49
1115,95XX13,Crawfordsburn,2011,5,0,5,71,17,24,46,14,31,0,0,6,1,1,1,8
1116,95XX14,Cultra,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1117,95XX15,Dufferin,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1118,95XX16,Groomsport,2011,7,0,7,285,77,13,272,541,693,0,0,8,5,5,3,16
1119,95XX17,Harbour N DOWN,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1120,95XX18,Holywood Demesne,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1121,95XX19,Holywood Priory,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1122,95XX20,Loughview,2011,9,0,9,253,77,94,152,901,0,0,0,11,4,2,4,17
1123,95XX21,Princetown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1124,95XX22,Rathgael,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1125,95XX23,Silverstream,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1126,95XX24,Spring Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1127,95XX25,Whitehill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1128,95YY01,Beragh,2011,115,79,36,5394,92,95,5101,11421,8003,19,142538,147,88,24,59,230
1129,95YY02,Camowen,2011,6,5,1,143,20,0,142,304,53,0,0,6,2,1,1,8
1130,95YY03,Clanabogan,2011,163,157,6,6696,56,101,6460,11972,9071,487,16500,206,133,37,95,338
1131,95YY04,Coolnagard,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1132,95YY05,Dergmoney,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1133,95YY06,Dromore,2011,102,101,1,3241,47,2,3202,5499,2445,105,15710,114,54,13,36,163
1134,95YY07,Drumnakilly,2011,131,131,0,4806,35,12,4650,5979,5244,3266,38000,139,65,16,39,194
1135,95YY08,Drumquin,2011,183,183,0,8218,29,29,7999,7054,19467,1115,25025,201,108,36,59,296
1136,95YY09,Drumragh,2011,10,5,5,382,19,12,337,389,206,0,0,10,5,1,3,14
1137,95YY10,Fairy Water,2011,147,130,17,7627,77,157,7234,12979,10503,5238,33509,186,120,39,62,287
1138,95YY11,Fintona,2011,79,79,0,2759,68,0,2727,4531,4858,10438,15028,89,52,16,29,134
1139,95YY12,Gortin,2011,120,106,14,7257,94,80,7065,11758,16325,2244,93301,148,88,34,81,263
1140,95YY13,Gortrush,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1141,95YY14,Killyclogher,2011,5,4,1,112,7,0,111,76,73,0,0,5,1,0,0,5
1142,95YY15,Lisanelly,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1143,95YY16,Newtownsaville,2011,177,164,13,5955,69,31,5809,11329,6784,4606,217581,201,112,38,59,298
1144,95YY17,Owenkillew,2011,233,233,0,10967,24,32,10712,7799,32379,0,15500,265,147,48,81,394
1145,95YY18,Sixmilecross,2011,155,154,1,6055,50,1,5982,10825,6736,1489,128283,177,101,31,46,254
1146,95YY19,Strule,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1147,95YY20,Termon,2011,184,183,1,6658,39,3,6462,8131,4392,0,310471,206,109,29,58,293
1148,95YY21,Trillick,2011,192,187,5,6459,44,8,6360,12131,5496,1,41,224,122,37,69,330
1149,95ZZ01,Artigarvan,2011,56,45,11,4341,78,84,4198,5625,11146,0,0,67,44,16,35,118
1150,95ZZ02,Ballycolman,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1228,95CC22,The Mall,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1151,95ZZ03,Castlederg,2011,23,21,2,1077,199,0,1054,1826,3433,19092,0,24,15,7,18,49
1152,95ZZ04,Clare,2011,170,128,42,8054,85,176,7800,14309,27131,8848,10000,198,124,44,105,347
1153,95ZZ05,Dunnamanagh,2011,146,146,0,8557,39,119,8369,6416,28844,10,6001,160,90,21,52,233
1154,95ZZ06,East,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1155,95ZZ07,Finn,2011,62,45,17,3243,101,278,2900,5778,3390,1876,48487,82,61,8,33,123
1156,95ZZ08,Glenderg,2011,211,208,3,9242,41,66,9121,8527,30983,7323,35809,249,132,39,75,363
1157,95ZZ09,Newtownstewart,2011,59,51,8,5237,108,126,3793,4671,9066,319,99000,72,43,10,50,132
1158,95ZZ10,North,2011,15,5,10,573,48,18,551,996,534,0,0,15,10,3,14,32
1159,95ZZ11,Plumbridge,2011,228,218,10,13810,34,199,13413,7817,53525,227,1,266,159,47,94,407
1160,95ZZ12,Sion Mills,2011,9,8,1,585,242,190,389,909,173,1861,59482,11,9,3,10,24
1161,95ZZ13,Slievekirk,2011,110,66,44,7413,107,607,6591,15017,13635,260,108414,138,95,25,70,233
1162,95ZZ14,South,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1163,95ZZ15,Victoria Bridge,2011,127,66,61,5868,100,623,5142,12388,10266,1238,21000,191,106,26,69,286
1164,95ZZ16,West,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1165,95AA01,Aldergrove,2012,97,8,89,6421,103,313,5866,11186,9409,1009,149500,120,76,36,90,246
1166,95AA02,Balloo,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1167,95AA03,Ballycraigy,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1168,95AA04,Clady,2012,129,95,34,6918,93,338,6534,13312,7954,6558,75281,151,98,41,74,266
1169,95AA05,Cranfield,2012,45,2,43,2027,85,89,1914,5398,1027,1733,70000,54,40,10,23,87
1170,95AA06,Crumlin ANTRIM,2012,6,1,5,334,64,36,296,648,54,0,0,9,5,3,0,12
1171,95AA07,Drumanaway,2012,58,34,24,1993,73,164,1804,5157,1061,0,37660,72,44,22,30,124
1172,95AA08,Farranshane,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1173,95AA09,Fountain Hill,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1174,95AA10,Greystone,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1175,95AA11,Massereene,2012,5,5,0,263,126,34,226,540,115,0,0,6,4,0,1,7
1176,95AA12,parkgate,2012,92,71,21,4342,77,139,4151,7784,14737,21,174444,108,65,36,42,186
1229,95DD01,Academy,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1177,95AA13,Randalstown,2012,15,9,6,900,50,42,534,693,3106,3,300,17,7,5,10,32
1178,95AA14,Shilvodan,2012,101,94,7,3918,102,129,3757,6734,7442,2522,496780,119,66,35,47,201
1179,95AA15,Springfarm,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1180,95AA16,Steeple,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1181,95AA17,Stiles,2012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1182,95AA18,Templepatrick,2012,24,3,21,2169,97,42,2118,3267,2879,31,34000,30,22,12,22,64
1183,95AA19,Toome,2012,67,29,38,3099,79,121,2943,8635,3024,0,9000,82,46,15,34,131
1184,95BB01,Ballygowan,2012,37,27,10,1114,68,42,1041,2280,711,604,0,48,31,13,23,84
1185,95BB02,Ballyrainey,2012,11,0,11,841,256,562,267,402,1340,3,0,14,8,4,31,49
