_id,Ward1992 Code,Ward1992 Name,Year,Number of Farms,Number of lfa farms,Number of non lfa farms,Total area farmed in hectares,Average SO/farm   ( '000 ),Total crops in hectares,Total grass & rough grazing in hectares,Total number of cattle,Total number of sheep,Total number of pigs,Total number of poultry ('000),Number of farmers,Number of self employed,Number of spouses,Number of Other workers,Total number of Agricultural labour
640,95CC16,Markethill,2011,63,56,7,1987,75,103,1871,4832,4084,1,123201,77,43,14,15,106
641,95CC17,Milford,2011,122,58,64,3667,55,49,3602,8396,5601,1,115927,146,73,29,35,210
642,95CC18,Observatory,2011,10,3,7,572,166,111,459,1662,0,0,0,13,4,1,14,28
740,95GG37,Ravenhill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
643,95CC19,Poyntz Pass,2011,145,13,132,6192,90,725,5422,15163,10586,3750,31801,176,104,49,70,295
644,95CC20,Rich Hill,2011,14,3,11,608,52,200,401,696,881,93,0,18,9,3,7,28
645,95CC21,Tandragee,2011,29,2,27,848,50,101,700,1557,686,333,801,30,15,8,24,62
646,95CC22,The Mall,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
647,95DD01,Academy,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
648,95DD02,Ahoghill,2011,18,2,16,515,56,20,485,1179,1269,614,0,19,10,4,2,25
649,95DD03,Ardeevin,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
650,95DD04,Ballee,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
651,95DD05,Ballykeel,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
652,95DD06,Ballyloughan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
653,95DD07,Broughshane,2011,28,8,20,907,122,50,831,2366,1561,0,193412,35,19,9,7,51
654,95DD08,Castle Demesne,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
655,95DD09,Craigywarren,2011,140,11,129,5174,94,212,4856,12240,4420,582,206722,181,114,48,57,286
656,95DD10,Cullybackey,2011,6,0,6,116,37,8,107,313,0,0,0,6,2,1,2,9
657,95DD11,Dunclug,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
658,95DD12,Dunminning,2011,122,100,22,4096,87,236,3774,8158,5325,85,344343,154,82,41,54,249
659,95DD13,Fair Green,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
660,95DD14,Galgorm,2011,16,5,11,348,33,0,345,734,708,36,0,20,7,3,10,33
661,95DD15,Glenravel,2011,170,141,29,7646,68,94,7513,10424,30106,422,177408,217,120,49,60,326
662,95DD16,Glenwhirry,2011,181,151,30,8047,48,53,7853,10726,22885,20,152130,209,118,59,53,321
663,95DD17,Grange,2011,139,115,24,5316,87,209,5039,12747,4895,1828,180482,170,100,40,71,281
664,95DD18,Harryville,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
665,95DD19,Kells,2011,41,29,12,1541,65,46,1490,2602,4405,221,59680,49,28,11,23,83
666,95DD20,Moat,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
667,95DD21,Park,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
668,95DD22,Portglenone,2011,108,69,39,3050,64,135,2865,7539,2566,9,153504,122,61,34,27,183
669,95DD23,Slemish,2011,181,147,34,10195,68,134,9831,11500,36900,32,240315,219,137,65,80,364
670,95DD24,Summerfield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
741,95GG38,Rosetta,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
671,95EE01,Ballyhoe and Corkey,2011,85,81,4,4452,109,67,4359,3580,20614,19,281678,110,63,20,30,160
672,95EE02,Benvardin,2011,53,5,48,2527,135,306,2143,5488,2249,1091,77058,69,46,21,31,121
673,95EE03,Carnany,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
674,95EE04,Clogh Mills,2011,40,27,13,2472,126,109,2319,3325,3065,8802,90653,50,35,10,21,81
675,95EE05,Dervock,2011,59,6,53,3168,104,362,2611,6124,4100,0,150377,78,51,14,41,133
676,95EE06,Dunloy,2011,37,34,3,1492,60,22,1426,2394,2601,406,43600,46,25,9,22,77
677,95EE07,Fairhill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
678,95EE08,Glebe BALLYMONEY,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
679,95EE09,Killoquin Lower,2011,77,44,33,3540,125,171,3307,7180,4196,648,311701,89,62,28,38,155
680,95EE10,Killoquin Upper,2011,52,48,4,2059,71,53,2002,3708,2529,28,47101,61,38,11,17,89
681,95EE11,Knockaholet,2011,84,30,54,4278,92,389,3831,7116,13229,1213,38302,103,66,21,43,167
682,95EE12,Newhill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
683,95EE13,Route,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
684,95EE14,Seacon,2011,22,2,20,999,129,109,868,2016,792,0,80660,26,15,6,13,45
685,95EE15,Stranocum,2011,60,13,47,3620,137,384,3161,8031,7557,0,55120,88,58,24,23,135
686,95EE16,The Vow,2011,68,12,56,2698,107,296,2364,6163,3029,10,129775,86,47,21,43,150
687,95FF01,Ballydown,2011,18,2,16,1063,135,109,951,2425,1742,0,0,24,14,8,15,47
688,95FF02,Ballyward,2011,206,192,14,7113,41,144,6863,10890,22493,3249,31400,243,118,55,70,368
689,95FF03,Banbridge West,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
690,95FF04,Bannside,2011,175,4,171,9483,72,1314,8132,12508,9660,4088,90000,198,124,59,81,338
691,95FF05,Dromore North,2011,6,1,5,165,29,83,80,131,0,0,0,6,4,1,1,8
692,95FF06,Dromore South,2011,30,5,25,887,49,111,775,2151,1285,0,0,36,16,9,12,57
693,95FF07,Edenderry BANBRIDGE,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
694,95FF08,Fort,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
695,95FF09,Gilford,2011,18,0,18,540,45,67,450,957,586,4,0,21,9,5,5,31
696,95FF10,Gransha,2011,136,111,25,4468,58,223,4207,9163,11762,35,90200,167,94,48,49,264
697,95FF11,Katesbridge,2011,179,63,116,5965,66,978,4943,11578,13334,2841,54004,224,124,46,162,432
698,95FF12,Lawrencetown,2011,48,0,48,1427,77,109,1304,3236,1273,0,113,63,32,7,44,114
699,95FF13,Loughbrickland,2011,90,1,89,2925,71,488,2407,8182,3766,2256,0,123,56,26,31,180
700,95FF14,Quilly,2011,111,2,109,4223,85,723,3453,9605,3383,13,115200,137,71,36,54,227
701,95FF15,Rathfriland,2011,21,2,19,587,51,30,555,1356,1492,0,1,27,12,6,2,35
702,95FF16,Seapatrick,2011,9,0,9,87,8,0,83,182,123,2,0,11,2,2,1,14
703,95FF17,The Cut,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
704,95GG01,Andersontown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
705,95GG02,Ardoyne,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
706,95GG03,Ballyhackamore,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
707,95GG04,Ballymacarett,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
708,95GG05,Ballynafeigh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
709,95GG06,Ballysillan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
710,95GG07,Beechmount,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
711,95GG08,Bellevue,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
712,95GG09,Belmont,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
713,95GG10,Blackstaff,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
714,95GG11,Bloomfield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
715,95GG12,Botanic,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
716,95GG13,Castleview,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
717,95GG14,Cavehill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
718,95GG15,Cherry Valley,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
719,95GG16,Chichester Park,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
720,95GG17,Cliftonville,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
721,95GG18,Clonard,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
722,95GG19,Crumlin BELFAST,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
723,95GG20,Duncairn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
724,95GG21,Falls,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
725,95GG22,Falls Park,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
726,95GG23,Finaghy,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
727,95GG24,Fortwilliam,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
728,95GG25,Glen Road,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
729,95GG26,Glencairn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
730,95GG27,Glencolin,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
731,95GG28,Highfield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
732,95GG29,Island,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
733,95GG30,Knock,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
742,95GG39,Shaftesbury,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
743,95GG40,Shankill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
744,95GG41,Stormont,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
745,95GG42,Stranmillis,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
746,95GG43,Sydenham,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
747,95GG44,The Mount,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
748,95GG45,Upper Malone,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
749,95GG46,Upper Springfield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
750,95GG47,Water Works,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
751,95GG48,Whiterock,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
752,95GG49,Windsor,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
753,95GG50,Woodstock,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
754,95GG51,Woodvale,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
755,95HH01,Blackhead,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
756,95HH02,Bluefield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
757,95HH03,Boneybefore,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
758,95HH04,Burleigh Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
759,95HH05,Clipperstown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
760,95HH06,Eden,2011,20,20,0,905,38,4,830,970,3608,0,100,23,14,6,23,52
761,95HH07,Gortalee,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
762,95HH08,Greenisland,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
763,95HH09,Killycrot,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
764,95HH10,Knockagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
765,95HH11,Love Lane,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
766,95HH12,Milebush,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
767,95HH13,Northland,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
768,95HH14,Sunnylands,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
769,95HH15,Victoria CARRICK,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
770,95HH16,Whitehead,2011,7,7,0,356,56,0,355,665,422,0,0,8,5,2,2,12
771,95HH17,Woodburn,2011,64,61,3,2091,42,10,2060,3236,7250,779,400,77,41,26,24,127
772,95II01,Ballyhanwood,2011,12,0,12,660,138,106,554,1418,2182,8,0,18,13,7,22,47
773,95II02,Beechill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
774,95II03,Cairnshill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
775,95II04,Carrowreagh,2011,7,1,6,2120,193,121,1339,1043,1994,0,0,8,3,3,17,28
776,95II05,Carryduff East,2011,10,0,10,532,94,76,447,1052,0,0,0,15,10,3,8,26
777,95II06,Carryduff West,2011,7,1,6,310,84,28,282,967,279,0,0,10,6,5,7,22
778,95II07,Cregagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
779,95II08,Downshire,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
780,95II09,Dundonald,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
781,95II10,Enler,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
782,95II11,Galwally,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
783,95II12,Gilnahirk,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
784,95II13,Grahams Bridge,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
785,95II14,Hillfoot,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
786,95II15,Knockbracken,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
787,95II16,Lisnasharragh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
788,95II17,Lower Braniel,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
789,95II18,Minnowburn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
790,95II19,Moneyreagh,2011,51,2,49,2234,97,233,1975,5002,1076,743,0,69,44,20,39,128
791,95II20,Newtonbreda,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
792,95II21,Tullycarnet,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
793,95II22,Upper Braniel,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
794,95II23,Wynchurch,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
795,95JJ01,Agivey,2011,108,7,101,5748,89,467,5161,12012,7378,140,1,141,91,34,55,230
796,95JJ02,Atlantic,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
797,95JJ03,Ballysally,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
798,95JJ04,Castlerock,2011,34,25,9,2118,67,163,1933,2606,5916,143,0,45,28,11,16,72
799,95JJ05,Central COLERAINE,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
800,95JJ06,Churchland,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
801,95JJ07,Cross Glebe,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
802,95JJ08,Dundooan,2011,58,1,57,3239,147,697,2495,7539,2395,6,172653,79,57,22,51,152
803,95JJ09,Dunluce,2011,72,24,48,4644,164,614,3995,10700,3560,0,50441,102,68,25,45,172
804,95JJ10,Garvagh,2011,101,76,25,5329,47,299,4950,6120,11645,331,30001,122,78,41,46,209
805,95JJ11,Hopefield,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
806,95JJ12,Kilrea,2011,47,30,17,1674,49,76,1569,3345,3068,1634,14000,50,23,14,18,82
807,95JJ13,Knocklynn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
808,95JJ14,Macosquin,2011,85,34,51,4865,92,407,4414,8280,9771,2678,34950,108,69,23,42,173
809,95JJ15,Mount Sandel,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
810,95JJ16,Portstewart,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
811,95JJ17,Ringsend,2011,141,82,59,6983,75,325,6392,10406,14624,219,196457,171,108,43,57,271
812,95JJ18,Royal Portrush,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
813,95JJ19,Strand COLERAINE,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
814,95JJ20,The Cuts,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
815,95JJ21,University,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
816,95JJ22,Waterside,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
817,95KK01,Ardboe,2011,51,33,18,1297,52,68,1220,3639,328,0,6301,65,29,4,12,81
818,95KK02,Coagh,2011,59,10,49,2239,113,155,2053,5613,1609,10661,52101,68,44,15,35,118
819,95KK03,Dunnamore,2011,228,225,3,7513,43,1,7424,8603,9468,471,490301,258,121,29,67,354
820,95KK04,Gortalowry,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
821,95KK05,Killycolpy,2011,95,49,46,3200,86,239,2942,8443,487,2316,191562,115,77,9,42,166
822,95KK06,Killymoon,2011,6,3,3,169,67,0,169,350,250,0,17201,6,5,3,5,14
823,95KK07,Lissan,2011,166,125,41,5910,62,96,5766,9898,14748,10947,101481,197,111,57,78,332
824,95KK08,Moneymore,2011,48,10,38,1553,66,192,1340,3268,3395,1123,43002,59,30,16,25,100
825,95KK09,Newbuildings,2011,7,1,6,148,50,14,129,248,177,0,6000,7,3,1,1,9
826,95KK10,Oaklands,2011,156,125,31,4278,61,38,4187,9929,5475,2415,363362,184,85,32,52,268
827,95KK11,Oldtown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
828,95KK12,Pomeroy,2011,138,127,11,4000,64,94,3863,8203,4282,2060,381900,160,82,23,60,243
829,95KK13,Sandholes,2011,76,10,66,2757,107,68,2670,6633,3650,5108,243402,88,53,27,34,149
830,95KK14,Stewartstown,2011,80,13,67,3003,135,98,2882,8854,2607,21766,65810,104,64,22,53,179
831,95KK15,The Loop,2011,117,7,110,4159,83,267,3808,10296,2026,6583,34950,149,94,26,56,231
832,95KK16,Tullagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
833,95LL01,Aghagallon,2011,89,41,48,3420,85,300,3071,8317,136,1146,135054,102,51,25,48,175
834,95LL02,Annagh,2011,22,3,19,640,78,32,602,1519,141,1000,28000,27,9,6,7,40
835,95LL03,Ballybay,2011,15,4,11,596,109,213,381,610,80,0,0,16,10,3,8,27
836,95LL04,Ballyoran,2011,13,7,6,625,101,82,542,1283,32,0,0,16,9,4,9,29
837,95LL05,Bleary,2011,35,0,35,913,56,53,852,1920,368,2008,0,43,21,9,20,72
1006,95SS20,Lisnagarvy,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
838,95LL06,Brownstown,2011,16,3,13,347,73,31,312,581,71,0,0,19,11,5,13,37
839,95LL07,Church,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
840,95LL08,Corcrain,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
841,95LL09,Court,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
842,95LL10,Derrytrasna,2011,57,56,1,1821,60,69,1671,3300,601,692,22002,75,39,12,57,144
843,95LL11,Donaghcloney,2011,67,0,67,3148,130,801,2324,7052,1457,0,230852,85,49,27,42,154
844,95LL12,Drumgask,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
845,95LL13,Drumgor,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
846,95LL14,Drumnamoe,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
847,95LL15,Edenderry CRAIGAVON,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
848,95LL16,Kernan,2011,31,15,16,1062,77,68,963,2602,264,1062,1,38,19,8,15,61
849,95LL17,Killycomain,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
850,95LL18,Knocknashane,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
851,95LL19,Magheralin,2011,30,1,29,1150,80,162,970,2793,328,2481,19500,37,20,11,17,65
852,95LL20,Mourneview,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
853,95LL21,Parklake,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
854,95LL22,Taghnevan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
855,95LL23,Tavanagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
856,95LL24,The Birches,2011,131,93,38,3618,80,262,3326,7925,2082,1391,0,162,89,34,151,347
857,95LL25,Waringstown,2011,29,2,27,1001,77,168,802,1964,485,1900,2,37,17,6,10,53
858,95LL26,Woodville,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
859,95MM01,Altnagelvin,2011,9,6,3,243,17,2,238,241,878,0,0,9,4,1,9,19
860,95MM02,Ballynashallog,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
861,95MM03,Banagher,2011,183,178,5,10882,47,127,10598,8466,51931,700,19620,221,129,44,95,360
862,95MM04,Beechwood,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
863,95MM05,Brandywell,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
864,95MM06,Carn Hill,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
865,95MM07,Caw,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
866,95MM08,Clondermot,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
867,95MM09,Claudy,2011,99,93,6,5004,30,107,4723,4292,16922,2,1,125,79,24,54,203
868,95MM10,Creggan Central,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
869,95MM11,Creggan South,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
870,95MM12,Crevagh,2011,23,14,9,1485,113,375,1082,2132,1454,0,0,32,21,10,25,67
871,95MM13,Culmore,2011,7,2,5,240,77,30,209,495,928,0,0,8,4,1,1,10
872,95MM14,Ebrington,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
873,95MM15,Eglinton,2011,36,15,21,1672,70,392,1229,2707,4359,0,0,44,28,7,26,77
874,95MM16,Enagh DERRY,2011,18,4,14,1518,138,535,937,1672,2291,0,0,25,21,5,12,42
875,95MM17,Foyle Springs,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
876,95MM18,Hollymount,2011,66,52,14,4096,77,348,3719,6239,9514,49,0,80,56,20,38,138
877,95MM19,Kilfennan,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
878,95MM20,Lisnagelvin,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
879,95MM21,New Buildings,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
880,95MM22,Pennyburn,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
881,95MM23,Rosemount,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
882,95MM24,Shantallow East,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
883,95MM25,Shantallow West,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
884,95MM26,Springtown,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
885,95MM27,Strand DERRY,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
886,95MM28,The Diamond,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
887,95MM29,Victoria DERRY,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
888,95MM30,Westland,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
889,95NN01,Ardglass,2011,52,2,50,2421,63,521,1845,4048,2591,7,0,63,43,10,25,98
890,95NN02,Audleys Acre,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
891,95NN03,Ballymaglave,2011,7,5,2,199,61,23,172,374,22,1000,0,7,4,3,1,11
892,95NN04,Ballymote,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
893,95NN05,Ballynahinch East,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
894,95NN06,Castlewellan,2011,46,40,6,1406,22,28,1360,1478,6132,0,0,51,20,15,25,91
895,95NN07,Cathedral,2011,6,1,5,383,55,150,225,137,384,0,0,7,4,1,2,10
896,95NN08,Crossgar,2011,50,39,11,2559,53,106,2408,4405,3186,99,0,64,37,15,31,110
897,95NN09,Derryboy,2011,98,41,57,4034,79,461,3493,6580,9229,11514,0,126,67,35,48,209
898,95NN10,Donard,2011,5,5,0,73,10,0,73,40,475,0,0,5,1,3,2,10
899,95NN11,Drumaness,2011,75,68,7,1993,32,26,1944,3993,2193,5,300,90,34,26,33,149
900,95NN12,Dundrum,2011,54,3,51,1855,55,185,1648,3687,3939,16,16000,60,38,24,39,123
901,95NN13,Dunmore,2011,111,100,11,3379,39,78,3262,5372,14980,534,39000,134,65,24,39,197
902,95NN14,Killough,2011,78,0,78,4484,79,799,3650,7240,13070,3534,46000,91,65,24,53,168
903,95NN15,Killyleagh,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
904,95NN16,Kilmore,2011,120,105,15,11702,67,193,10575,8193,5153,16,44801,148,72,50,40,238
905,95NN17,Murlough,2011,16,4,12,912,157,230,674,1918,568,0,77000,23,14,4,13,40
906,95NN18,Quoile,2011,9,1,8,320,32,22,296,639,212,0,0,13,6,2,1,16
907,95NN19,Saintfield,2011,34,12,22,1303,67,84,1140,2529,2014,2,6340,38,14,13,10,61
908,95NN20,Seaforde,2011,120,43,77,4410,44,583,3781,7392,10275,65,39501,140,75,25,76,241
909,95NN21,Shimna,2011,7,6,1,126,26,5,118,425,0,0,0,7,2,1,2,10
910,95NN22,Strangford,2011,84,34,50,4282,78,619,3524,10410,4210,24,51,108,63,20,58,186
911,95NN23,Tollymore,2011,140,130,10,4345,32,113,4208,5940,22038,1213,0,164,75,36,50,250
912,95OO01,Altmore,2011,186,179,7,4745,56,45,4669,8518,2824,5346,437873,217,93,23,49,289
913,95OO02,Augher,2011,171,169,2,5485,93,29,5417,11583,2752,3373,772059,196,101,39,78,313
914,95OO03,Aughnacloy,2011,161,159,2,5900,92,22,5844,11166,7452,59,302417,185,89,42,58,285
915,95OO04,Ballygawley,2011,131,130,1,3957,45,6,3897,8049,2703,0,123798,148,73,18,34,200
916,95OO05,Ballysaggart,2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
917,95OO06,Benburb,2011,127,24,103,3980,131,214,3724,8301,1433,118,894091,147,76,19,71,237
918,95OO07,Caledon,2011,170,134,36,6600,115,133,6190,14834,6040,4143,742505,214,124,36,65,315
919,95OO08,Castlecaulfield,2011,99,82,17,2536,90,76,2432,5932,1794,7320,401146,116,54,20,42,178
920,95OO09,Clogher,2011,173,142,31,6713,53,23,6605,12729,4974,2,242201,203,124,30,42,275
